,DVN US Equity,DVN US Equity,DVN US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-12-07,43.46,27844.822,10954936.0
2023-12-08,44.09,28248.463,7454733.0
2023-12-11,44.41,28453.487,8093579.0
2023-12-12,43.34,27767.938,11439003.0
2023-12-13,44.22,28331.754,13256411.0
2023-12-14,44.99,28825.093,13683647.0
2023-12-15,44.87,28748.209,24624235.0
2023-12-18,45.24,28985.268,12127159.0
2023-12-19,45.68,29267.176,9074601.0
2023-12-20,45.24,28985.268,8494538.0
2023-12-21,45.85,29376.095,8104096.0
2023-12-22,45.81,29350.467,6324030.0
2023-12-26,46.66,29895.062,8224798.0
2023-12-27,46.4,29728.48,7982564.0
2023-12-28,45.76,29318.432,7843036.0
2023-12-29,45.3,29023.71,9450429.0
