,ON US Equity,ON US Equity,ON US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2021-03-31,41.61,17138.3714,7971678.0
2021-04-01,42.89,17665.5791,6700197.0
2021-04-05,44.03,18135.1236,6326751.0
2021-04-06,43.57,18215.6127,5954355.0
2021-04-07,42.93,17948.0434,4416621.0
2021-04-08,43.06,18002.3934,4483671.0
2021-04-09,42.96,17960.5857,3282009.0
2021-04-12,42.4,17726.4626,4151303.0
2021-04-13,42.04,17575.9549,3625321.0
2021-04-14,42.1,17601.0396,3889918.0
2021-04-15,42.63,17822.6203,3995006.0
2021-04-16,42.18,17634.4857,4630257.0
2021-04-19,41.07,17170.4203,4554869.0
2021-04-20,39.7,16597.6549,7978315.0
2021-04-21,41.37,17295.8434,4518298.0
2021-04-22,40.93,17111.8895,5697451.0
2021-04-23,42.55,17789.1742,4373960.0
2021-04-26,43.8,18311.7704,5231457.0
2021-04-27,43.295,18100.6415,3608817.0
2021-04-28,41.45,17329.2895,10343976.0
2021-04-29,41.0,17141.1549,7572115.0
2021-04-30,39.0,16305.001,11393025.0
2021-05-03,37.57,16042.6943,11020024.0
2021-05-04,37.25,15906.0517,11132261.0
2021-05-05,37.55,16034.1542,6034669.0
2021-05-06,37.59,16051.2345,4863286.0
2021-05-07,38.63,16495.3229,4580856.0
2021-05-10,37.02,15807.8399,6486801.0
2021-05-11,37.17,15871.8911,11405947.0
2021-05-12,35.67,15231.3789,12062642.0
2021-05-13,36.52,15594.3358,7666634.0
2021-05-14,37.45,15991.4533,6513797.0
2021-05-17,36.74,15688.2776,4972226.0
2021-05-18,36.69,15666.9272,3407885.0
2021-05-19,37.46,15995.7234,6779516.0
2021-05-20,38.53,16452.6221,6788139.0
2021-05-21,38.22,16320.2496,3513797.0
2021-05-24,39.34,16798.4987,4009114.0
2021-05-25,38.94,16627.6954,5168950.0
2021-05-26,39.0,16653.3159,3899444.0
2021-05-27,40.27,17195.6162,8160197.0
2021-05-28,40.04,17097.4043,5287188.0
2021-06-01,39.91,17041.8933,3615820.0
2021-06-02,39.39,16819.8491,3819264.0
2021-06-03,37.74,16115.2857,5372534.0
2021-06-04,38.21,16315.9795,5550120.0
2021-06-07,37.97,16213.4976,3493633.0
2021-06-08,37.59,16051.2345,3972365.0
2021-06-09,37.24,15901.7816,4355127.0
2021-06-10,37.77,16128.0959,6965694.0
2021-06-11,37.78,16132.366,4232072.0
2021-06-14,38.32,16362.9504,8941891.0
2021-06-15,37.44,15987.1833,5318397.0
2021-06-16,37.29,15923.132,4949281.0
2021-06-17,37.0,15799.2997,4238768.0
2021-06-18,35.78,15278.3498,8732060.0
2021-06-21,36.49,15581.5256,5839963.0
2021-06-22,36.84,15730.9784,5144309.0
2021-06-23,36.9,15756.5989,4975627.0
2021-06-24,37.76,16123.8259,3463005.0
2021-06-25,37.51,16017.0738,8988114.0
2021-06-28,38.66,16508.1331,3916477.0
2021-06-29,38.76,16550.834,3879763.0
2021-06-30,38.28,16345.8701,4814225.0
2021-07-01,37.91,16187.8771,3678578.0
2021-07-02,38.4,16397.111,3410072.0
2021-07-06,38.23,16324.5197,4612823.0
2021-07-07,37.07,15829.1903,3655537.0
2021-07-08,36.72,15679.7374,4988160.0
2021-07-09,37.75,16119.5558,2892447.0
2021-07-12,38.44,16414.1914,4250235.0
2021-07-13,37.92,16192.1472,2840971.0
2021-07-14,37.66,16081.125,3711669.0
2021-07-15,36.3,15500.394,7195401.0
2021-07-16,35.15,15009.3347,5537717.0
2021-07-19,34.79,14855.6118,5578112.0
2021-07-20,35.51,15163.0576,7289047.0
2021-07-21,36.87,15743.7886,7055793.0
2021-07-22,35.87,15316.7805,3397249.0
2021-07-23,36.35,15521.7444,3666674.0
2021-07-26,36.69,15666.9272,3783054.0
2021-07-27,35.82,15295.4301,4434377.0
2021-07-28,37.06,15824.9202,5288184.0
2021-07-29,38.61,16486.7827,7263047.0
2021-07-30,39.06,16678.9364,7539990.0
2021-08-02,43.64,18788.4257,17480179.0
2021-08-03,45.38,19537.5517,13185550.0
2021-08-04,45.67,19662.4061,7843404.0
2021-08-05,44.82,19296.4537,10222181.0
2021-08-06,45.28,19494.4985,6067452.0
2021-08-09,45.41,19550.4677,4751075.0
2021-08-10,44.39,19111.3248,5634027.0
2021-08-11,44.79,19283.5377,3936850.0
2021-08-12,43.4,18685.098,7309221.0
2021-08-13,43.45,18706.6246,6034407.0
2021-08-16,43.41,18689.4033,4012380.0
2021-08-17,41.98,18073.7422,5589317.0
2021-08-18,41.75,17974.7198,6442326.0
2021-08-19,40.98,17643.21,7146900.0
2021-08-20,41.5,17867.0868,5450655.0
2021-08-23,42.43,18267.4817,4309507.0
2021-08-24,43.6,18771.2044,5570087.0
2021-08-25,43.51,18732.4565,5358233.0
2021-08-26,44.03,18956.3333,6355636.0
2021-08-27,45.5,19589.2156,5598915.0
2021-08-30,45.27,19490.1932,3469913.0
2021-08-31,44.36,19098.4089,6976229.0
2021-09-01,44.68,19236.1792,4716543.0
2021-09-02,45.4,19546.1624,3459832.0
2021-09-03,45.71,19679.6274,3663593.0
2021-09-07,45.66,19658.1008,4128910.0
2021-09-08,44.85,19309.3697,3559291.0
2021-09-09,45.24,19477.2772,2976589.0
2021-09-10,46.89,20187.6554,6946815.0
2021-09-13,47.64,20510.5545,5018198.0
2021-09-14,47.85,20600.9663,5553444.0
2021-09-15,49.21,21186.4901,5534041.0
2021-09-16,49.4,21268.2912,5785625.0
2021-09-17,48.89,21048.7198,7267963.0
2021-09-20,47.67,20523.4705,5472615.0
2021-09-21,47.68,20527.7758,4289659.0
2021-09-22,48.6,20923.8655,3825974.0
2021-09-23,49.36,21251.0699,3799981.0
2021-09-24,49.29,21220.9327,3434543.0
2021-09-27,49.48,21302.7338,5005180.0
2021-09-28,47.33,20377.0895,7465198.0
2021-09-29,45.84,19735.5966,8159082.0
2021-09-30,45.77,19705.4593,4908915.0
2021-10-01,45.61,19636.5741,6209089.0
2021-10-04,44.89,19326.591,4666714.0
2021-10-05,45.64,19649.4901,5068487.0
2021-10-06,44.7,19244.7898,3735710.0
2021-10-07,45.39,19541.8571,4553187.0
2021-10-08,44.48,19150.0727,3279486.0
2021-10-11,43.35,18663.5713,4143537.0
2021-10-12,42.35,18233.0391,6726220.0
2021-10-13,41.9,18039.2996,4630825.0
2021-10-14,43.01,18517.1904,6319791.0
2021-10-15,43.33,18654.9607,3750483.0
2021-10-18,44.16,19012.3024,4047133.0
2021-10-19,44.95,19352.4229,4420497.0
2021-10-20,45.56,19615.0475,4768357.0
2021-10-21,46.32,19942.252,2759733.0
2021-10-22,45.97,19791.5657,3076427.0
2021-10-25,46.22,19899.1988,1930233.0
2021-10-26,45.14,19434.224,3192772.0
2021-10-27,44.55,19180.21,5390150.0
2021-10-28,47.1,20278.0671,7547711.0
2021-10-29,48.07,20695.6834,10021116.0
2021-11-01,54.99,23691.5427,23265155.0
2021-11-02,57.14,24617.8351,11103581.0
2021-11-03,57.85,24923.727,7836905.0
2021-11-04,59.86,25789.7026,9286686.0
2021-11-05,59.13,25475.1941,7269884.0
2021-11-08,58.72,25298.5523,6016501.0
2021-11-09,58.2,25074.5188,4864694.0
2021-11-10,56.82,24479.9683,5782103.0
2021-11-11,58.2,25074.5188,4802795.0
2021-11-12,58.6,25246.8522,3038545.0
2021-11-15,59.2,25505.3524,4991645.0
2021-11-16,62.13,26767.695,6342938.0
2021-11-17,62.4,26884.0201,7173470.0
2021-11-18,63.46,27340.7038,5479032.0
2021-11-19,63.34,27289.0038,5342191.0
2021-11-22,61.71,26586.7449,5679854.0
2021-11-23,61.54,26513.5032,6360626.0
2021-11-24,62.37,26871.0951,4098222.0
2021-11-26,60.3,25979.2695,4053657.0
2021-11-29,63.02,27151.137,5530009.0
2021-11-30,61.43,26466.1115,5595923.0
2021-12-01,61.7,26582.4366,8038833.0
2021-12-02,62.54,26944.3368,6614005.0
2021-12-03,64.05,27594.8957,9888044.0
2021-12-06,61.92,26677.22,8607826.0
2021-12-07,65.45,28198.0628,8040897.0
2021-12-08,64.24,27676.7541,5308911.0
2021-12-09,63.3,27271.7704,5605522.0
2021-12-10,65.26,28116.2044,5139535.0
2021-12-13,62.58,26961.5702,5783346.0
2021-12-14,62.98,27133.9037,4614168.0
2021-12-15,65.28,28124.8211,7392808.0
2021-12-16,60.84,26211.9196,9498330.0
2021-12-17,61.99,26707.3783,8965412.0
2021-12-20,60.94,26255.003,5998409.0
2021-12-21,64.79,27913.7126,9973504.0
2021-12-22,65.53,28232.5295,3839253.0
2021-12-23,66.76,28762.4549,7613267.0
2021-12-27,69.78,30063.5725,6981760.0
2021-12-28,68.32,29434.5554,4216222.0
2021-12-29,68.93,29697.3639,2573140.0
2021-12-30,67.61,29128.6635,2506623.0
2021-12-31,67.92,29262.2219,2489651.0
2022-01-03,70.17,30231.5976,7054518.0
2022-01-04,70.95,30567.6479,7792088.0
2022-01-05,67.42,29046.8051,7227192.0
2022-01-06,67.25,28973.5634,5442742.0
2022-01-07,64.56,27814.6208,6794388.0
2022-01-10,65.12,28055.8877,6096450.0
2022-01-11,65.93,28404.8629,4907886.0
2022-01-12,66.49,28646.1298,5361644.0
2022-01-13,64.64,27849.0875,6707910.0
2022-01-14,66.2,28521.188,5890487.0
2022-01-18,63.03,27155.4453,6499105.0
2022-01-19,59.01,25423.494,8193110.0
2022-01-20,55.54,23928.5013,8818797.0
2022-01-21,54.73,23579.526,8791146.0
2022-01-24,55.34,23842.3345,10171346.0
2022-01-25,53.32,22972.0505,8274157.0
2022-01-26,55.76,24023.2847,11956482.0
2022-01-27,53.67,23122.8423,8621848.0
2022-01-28,53.76,23161.6173,9879559.0
2022-01-31,59.0,25419.1857,9784484.0
2022-02-01,59.65,25699.2276,5488640.0
2022-02-02,61.08,26315.3197,7742575.0
2022-02-03,56.21,24217.1598,7940055.0
2022-02-04,57.42,24738.4685,10143966.0
2022-02-07,62.26,26823.7034,20500359.0
2022-02-08,65.97,28422.0963,11581728.0
2022-02-09,67.08,28900.3216,9830493.0
2022-02-10,63.42,27323.4705,9463384.0
2022-02-11,58.97,25406.2607,12377872.0
2022-02-14,58.66,25370.3222,6847597.0
2022-02-15,62.24,26918.6644,6390252.0
2022-02-16,63.11,27294.9375,4197485.0
2022-02-17,60.19,26032.0439,6399755.0
2022-02-18,60.2,26036.3689,4596013.0
2022-02-22,58.44,25275.1727,7242746.0
2022-02-23,57.75,24976.7492,6119209.0
2022-02-24,61.08,26416.967,7450289.0
2022-02-25,63.5,27463.6117,6917475.0
2022-02-28,62.61,27078.6886,6776993.0
2022-03-01,59.65,25798.4951,7336857.0
2022-03-02,62.87,27191.1381,6254233.0
2022-03-03,61.51,26602.941,5651920.0
2022-03-04,58.33,25227.598,6569563.0
2022-03-07,53.52,23147.2834,10019277.0
2022-03-08,55.79,24129.0535,7527111.0
2022-03-09,58.43,25270.8477,5593527.0
2022-03-10,57.63,24924.8495,2999149.0
2022-03-11,55.89,24172.3033,4233179.0
2022-03-14,53.91,23315.9576,6042896.0
2022-03-15,56.66,24505.3266,5979379.0
2022-03-16,60.11,25997.4441,6352412.0
2022-03-17,60.76,26278.5677,4880641.0
2022-03-18,61.93,26784.5901,10766091.0
2022-03-21,61.93,26784.5901,4694327.0
2022-03-22,62.18,26892.7146,5471654.0
2022-03-23,60.39,26118.5435,4109046.0
2022-03-24,63.58,27498.2115,7553427.0
2022-03-25,63.81,27597.686,6190426.0
2022-03-28,65.32,28250.7577,6483023.0
2022-03-29,67.36,29133.0533,7137172.0
2022-03-30,64.43,27865.8347,5658271.0
2022-03-31,62.61,27078.6886,6176415.0
2022-04-01,59.63,25789.8451,7009326.0
2022-04-04,59.59,25772.5452,7773759.0
2022-04-05,55.7,24090.1287,9531591.0
2022-04-06,53.7,23324.9493,8652679.0
2022-04-07,54.09,23494.3483,5857232.0
2022-04-08,52.73,22903.6234,5967081.0
2022-04-11,52.33,22729.8807,6789238.0
2022-04-12,53.14,23081.7096,6967202.0
2022-04-13,54.25,23563.8454,4001195.0
2022-04-14,53.26,23133.8324,3942648.0
2022-04-18,54.57,23702.8395,4539012.0
2022-04-19,56.38,24489.0249,4454139.0
2022-04-20,55.4,24063.3555,4904443.0
2022-04-21,53.26,23133.8324,6365979.0
2022-04-22,51.78,22490.9846,5455834.0
2022-04-25,53.48,23229.3908,4328645.0
2022-04-26,51.36,22308.5548,4327864.0
2022-04-27,51.21,22243.4013,4782411.0
2022-04-28,54.48,23663.7474,6440886.0
2022-04-29,52.11,22634.3223,6886271.0
2022-05-02,55.62,24167.205,11364115.0
2022-05-03,56.51,24553.915,6933289.0
2022-05-04,58.92,25601.0737,6496376.0
2022-05-05,55.23,23997.7478,8606294.0
2022-05-06,55.13,23954.2972,5843470.0
2022-05-09,50.82,22081.5778,7720547.0
2022-05-10,53.87,23406.8201,10675646.0
2022-05-11,51.77,22494.3582,6716205.0
2022-05-12,52.98,23020.11,5759820.0
2022-05-13,56.18,24410.5281,6291183.0
2022-05-16,55.15,23962.9873,3797983.0
2022-05-17,58.5,25418.5813,5976622.0
2022-05-18,55.83,24258.4512,6296749.0
2022-05-19,56.07,24362.7325,4941887.0
2022-05-20,56.46,24532.1897,6272139.0
2022-05-23,55.89,24284.5215,4018706.0
2022-05-24,54.5,23680.5586,4998823.0
2022-05-25,56.24,24436.5985,4124930.0
2022-05-26,59.33,25779.221,5348730.0
2022-05-27,61.14,26565.6762,6779222.0
2022-05-31,60.68,26365.8036,7175012.0
2022-06-01,59.27,25753.1506,5488444.0
2022-06-02,63.59,27630.2151,9046137.0
2022-06-03,62.94,27347.7864,7173329.0
2022-06-06,66.01,28681.7188,21894799.0
2022-06-07,65.48,28451.4308,8354904.0
2022-06-08,63.81,27725.8064,8190782.0
2022-06-09,62.66,27226.1248,9903192.0
2022-06-10,60.14,26131.1706,9227952.0
2022-06-13,56.07,24362.7325,10050801.0
2022-06-14,56.65,24614.7458,7494574.0
2022-06-15,58.04,25218.7087,9288739.0
2022-06-16,53.46,23228.6727,17643439.0
2022-06-17,52.46,22794.1671,93180905.0
2022-06-21,51.95,22572.5692,11186919.0
2022-06-22,51.01,22164.1339,9495362.0
2022-06-23,50.47,21929.5008,8182715.0
2022-06-24,52.97,23015.765,9146635.0
2022-06-27,54.17,23537.1718,6440232.0
2022-06-28,52.81,22946.2441,6716560.0
2022-06-29,51.12,22211.9295,6450643.0
2022-06-30,50.31,21859.9799,6871920.0
2022-07-01,46.84,20352.2453,11224422.0
2022-07-05,47.3,20552.1179,7772953.0
2022-07-06,47.61,20686.8146,7668794.0
2022-07-07,52.01,22598.6395,9846702.0
2022-07-08,53.47,23233.0178,7080001.0
2022-07-11,52.6,22854.9979,7503013.0
2022-07-12,52.77,22928.8638,4474223.0
2022-07-13,52.48,22802.8572,5664114.0
2022-07-14,54.05,23485.0311,5358131.0
2022-07-15,56.07,24362.7325,7055178.0
2022-07-18,54.95,23876.0862,6459821.0
2022-07-19,58.78,25540.2429,9855752.0
2022-07-20,60.09,26109.4453,7305691.0
2022-07-21,61.17,26578.7114,4519362.0
2022-07-22,59.42,25818.3265,5484147.0
2022-07-25,59.34,25783.566,3483450.0
2022-07-26,58.25,25309.9549,4666321.0
2022-07-27,62.51,27160.949,7814415.0
2022-07-28,64.56,28051.6856,6430928.0
2022-07-29,66.78,29016.2882,9698563.0
2022-08-01,63.66,27579.8291,16129269.0
2022-08-02,65.59,28415.9753,10420441.0
2022-08-03,68.83,29819.6613,8866748.0
2022-08-04,68.05,29481.7369,6202017.0
2022-08-05,67.63,29299.7776,7299498.0
2022-08-08,67.34,29174.139,6289936.0
2022-08-09,63.08,27328.552,11019391.0
2022-08-10,66.2,28680.2495,8889098.0
2022-08-11,66.36,28749.5674,7466058.0
2022-08-12,71.16,30829.1021,13408569.0
2022-08-15,71.24,30863.761,5713005.0
2022-08-16,70.71,30634.1457,4728432.0
2022-08-17,68.29,29585.7136,8593647.0
2022-08-18,73.25,31734.5662,18696631.0
2022-08-19,72.53,31422.6359,9334894.0
2022-08-22,68.8,29806.6642,7528113.0
2022-08-23,71.25,30868.0934,5542305.0
2022-08-24,72.03,31206.0177,4300047.0
2022-08-25,76.71,33233.5641,8534069.0
2022-08-26,71.58,31011.0614,9243349.0
2022-08-29,69.52,30118.5944,6966307.0
2022-08-30,68.97,29880.3144,8233720.0
2022-08-31,68.77,29793.6671,7077009.0
2022-09-01,68.22,29555.3871,9855152.0
2022-09-02,67.51,29247.7892,6662249.0
2022-09-06,66.05,28615.2641,6896297.0
2022-09-07,67.36,29182.8038,5836514.0
2022-09-08,70.55,30564.8279,9769241.0
2022-09-09,71.67,31050.0526,8264878.0
2022-09-12,71.9,31149.697,5592445.0
2022-09-13,66.87,28970.5179,9889023.0
2022-09-14,68.57,29707.0198,6009229.0
2022-09-15,68.15,29525.0605,4640140.0
2022-09-16,68.94,29867.3173,8521180.0
2022-09-19,70.16,30395.8657,6672944.0
2022-09-20,68.48,29668.0285,5053686.0
2022-09-21,68.34,29607.3754,6728773.0
2022-09-22,64.96,28143.0364,6955518.0
2022-09-23,63.31,27428.1964,8228179.0
2022-09-26,62.7,27163.9222,5272348.0
2022-09-27,64.29,27852.768,4905937.0
2022-09-28,65.5,28376.9841,5070524.0
2022-09-29,62.94,27267.8989,7078839.0
2022-09-30,62.33,27003.6247,5847534.0
2022-10-03,64.79,28069.3862,6357595.0
2022-10-04,68.92,29858.6526,6281872.0
2022-10-05,69.505,30112.0958,5887893.0
2022-10-06,70.25,30434.857,6465426.0
2022-10-07,64.83,28086.7157,10339315.0
2022-10-10,61.93,26830.3301,8861535.0
2022-10-11,59.47,25764.5686,9114236.0
2022-10-12,58.95,25539.2857,4573714.0
2022-10-13,60.63,26267.1228,10023130.0
2022-10-14,57.77,25028.0667,6374545.0
2022-10-17,59.79,25903.2042,5882533.0
2022-10-18,60.73,26310.4465,5006902.0
2022-10-19,60.77,26327.7759,4201224.0
2022-10-20,61.52,26652.7032,5535188.0
2022-10-21,65.68,28454.9666,8204031.0
2022-10-24,65.35,28311.9986,5918725.0
2022-10-25,66.59,28849.2117,7056578.0
2022-10-26,67.74,29347.4336,9203792.0
2022-10-27,64.85,28095.3804,10071086.0
2022-10-28,67.48,29234.7921,9835737.0
2022-10-31,61.43,26563.7801,17974649.0
2022-11-01,61.74,26697.8314,8319113.0
2022-11-02,60.11,25992.981,8275751.0
2022-11-03,59.19,25595.1513,6630321.0
2022-11-04,63.19,27324.8456,8120158.0
2022-11-07,65.47,28310.7713,6388335.0
2022-11-08,67.09,29011.2975,5588889.0
2022-11-09,63.83,27601.5967,6384686.0
2022-11-10,72.79,31476.1119,10452909.0
2022-11-11,75.05,32453.3892,7264443.0
2022-11-14,72.83,31493.4088,9269846.0
2022-11-15,74.3,32129.0715,7024950.0
2022-11-16,70.29,30395.0529,7869502.0
2022-11-17,71.11,30749.6403,5802718.0
2022-11-18,72.46,31333.4121,4745473.0
2022-11-21,71.15,30766.9372,4135690.0
2022-11-22,73.74,31886.9143,4756527.0
2022-11-23,74.0,31999.3444,4304114.0
2022-11-25,73.4,31739.8903,2005984.0
2022-11-28,69.96,30252.3532,6495471.0
2022-11-29,70.72,30580.9951,3992023.0
2022-11-30,75.2,32518.2527,7606480.0
2022-12-01,73.99,31995.0202,4904585.0
2022-12-02,73.04,31584.2178,4801242.0
2022-12-05,71.57,30948.5551,4064818.0
2022-12-06,69.74,30157.22,4905695.0
2022-12-07,70.14,30330.1894,3030504.0
2022-12-08,72.16,31203.685,4364634.0
2022-12-09,70.53,30498.8346,3530212.0
2022-12-12,70.99,30697.7494,5151743.0
2022-12-13,71.56,30944.2309,4856186.0
2022-12-14,67.59,29227.5093,10941625.0
2022-12-15,64.26,27787.5388,12352840.0
2022-12-16,65.38,28271.8532,8463410.0
2022-12-19,64.15,27739.9722,6366709.0
2022-12-20,64.03,27688.0814,4571225.0
2022-12-21,65.04,28124.8292,5063329.0
2022-12-22,62.12,26862.1524,9874712.0
2022-12-23,62.39,26978.9067,3351499.0
2022-12-27,61.36,26533.5104,5072470.0
2022-12-28,60.28,26066.493,3576359.0
2022-12-29,62.71,27117.2823,5253409.0
2022-12-30,62.37,26970.2582,2650184.0
2023-01-03,61.61,26641.6163,4364519.0
2023-01-04,62.2,26896.7462,6189656.0
2023-01-05,59.74,25832.9843,9253774.0
2023-01-06,62.47,27013.5006,7144436.0
2023-01-09,64.65,27956.184,6407958.0
2023-01-10,64.27,27791.863,8248195.0
2023-01-11,64.63,27947.5355,4889074.0
2023-01-12,64.93,28077.2626,4807152.0
2023-01-13,65.15,28172.3958,3409021.0
2023-01-17,65.87,28483.7408,3902213.0
2023-01-18,66.33,28682.6556,5834299.0
2023-01-19,63.49,27454.5726,5883596.0
2023-01-20,66.26,28652.3859,5133428.0
2023-01-23,70.8,30615.589,7583255.0
2023-01-24,70.08,30304.244,4543380.0
2023-01-25,71.81,31052.3368,5100561.0
2023-01-26,73.68,31860.9689,5875410.0
2023-01-27,73.67,31856.6446,4376469.0
2023-01-30,71.02,30710.7222,4783374.0
2023-01-31,73.45,31761.5114,5066729.0
2023-02-01,77.84,33659.8509,9111222.0
2023-02-02,82.12,35510.6238,9221350.0
2023-02-03,80.89,34978.7428,8475441.0
2023-02-06,80.4,34730.2197,15910323.0
2023-02-07,85.53,36946.2151,11489164.0
2023-02-08,83.6,36112.517,9982492.0
2023-02-09,84.75,36609.2801,9180102.0
2023-02-10,83.8,36198.9106,6678158.0
2023-02-13,84.38,36449.452,5708520.0
2023-02-14,86.88,37529.3718,6033126.0
2023-02-15,86.71,37455.9372,6711540.0
2023-02-16,84.13,36341.46,5871810.0
2023-02-17,81.86,35360.8929,7136689.0
2023-02-21,79.28,34246.4157,6312844.0
2023-02-22,78.56,33935.3988,5674893.0
2023-02-23,78.39,33861.9642,14747876.0
2023-02-24,76.28,32950.5119,16699950.0
2023-02-27,77.73,33576.8654,6844516.0
2023-02-28,77.41,33438.6357,6796314.0
2023-03-01,78.23,33792.8494,4733304.0
2023-03-02,76.75,33153.5369,14200393.0
2023-03-03,78.94,34099.5466,6046658.0
2023-03-06,77.41,33438.6357,4968026.0
2023-03-07,78.7,33995.8743,6445460.0
2023-03-08,83.1,35896.5331,8939427.0
2023-03-09,81.41,35166.5073,8241954.0
2023-03-10,78.38,33857.6446,6366526.0
2023-03-13,77.75,33585.5048,6913780.0
2023-03-14,81.2,35075.794,6098815.0
2023-03-15,78.0,33693.4967,7514841.0
2023-03-16,80.5,34773.4165,7266482.0
2023-03-17,78.28,33814.4478,6981769.0
2023-03-20,79.98,34548.7932,4822238.0
2023-03-21,81.35,35140.5892,4828252.0
2023-03-22,78.82,34047.7104,5511940.0
2023-03-23,80.97,34976.4414,6181490.0
2023-03-24,77.81,33611.4228,5794099.0
2023-03-27,75.67,32687.0115,10190966.0
2023-03-28,76.53,33058.5039,12414143.0
2023-03-29,79.87,34501.2767,7228351.0
2023-03-30,81.83,35347.9338,6133079.0
2023-03-31,82.32,35559.5981,5852335.0
2023-04-03,81.14,35049.876,4431067.0
2023-04-04,78.49,33905.161,5617946.0
2023-04-05,76.54,33062.8236,4944307.0
2023-04-06,75.34,32544.4621,3530706.0
2023-04-10,77.7,33533.2568,4284608.0
2023-04-11,77.22,33326.1015,3608691.0
2023-04-12,76.46,32998.1057,4850294.0
2023-04-13,77.59,33485.7837,3290259.0
2023-04-14,77.92,33628.2029,3725291.0
2023-04-17,78.41,33839.6739,3808807.0
2023-04-18,79.21,34184.9327,4168431.0
2023-04-19,76.92,33196.6295,4336241.0
2023-04-20,74.26,32048.6441,7685331.0
2023-04-21,73.74,31824.2259,4078275.0
2023-04-24,74.38,32100.4329,2845158.0
2023-04-25,70.35,30361.1919,7889329.0
2023-04-26,71.95,31051.7094,5871271.0
2023-04-27,69.98,30201.5098,14023824.0
2023-04-28,71.96,31056.0252,10274838.0
2023-05-01,78.33,33828.5987,16264736.0
2023-05-02,79.17,34191.3719,8329002.0
2023-05-03,78.58,33936.5669,5127142.0
2023-05-04,77.83,33612.6623,5189413.0
2023-05-05,81.22,35076.7112,7088138.0
2023-05-08,80.52,34774.4002,3421550.0
2023-05-09,78.81,34035.8977,4736883.0
2023-05-10,79.87,34493.6829,5187101.0
2023-05-11,80.32,34688.0256,4438204.0
2023-05-12,81.34,35128.5359,6478911.0
2023-05-15,82.39,35582.0024,6125195.0
2023-05-16,83.04,35862.7197,10998999.0
2023-05-17,85.63,36981.2703,12764700.0
2023-05-18,86.49,37352.681,7624180.0
2023-05-19,84.36,36432.7919,8190589.0
2023-05-22,85.24,36812.8399,5091486.0
2023-05-23,82.54,35646.7833,6675670.0
2023-05-24,79.79,34459.133,8641772.0
2023-05-25,82.0,35413.572,9598511.0
2023-05-26,86.62,37408.8244,10518744.0
2023-05-30,83.97,36264.3615,9087879.0
2023-05-31,83.6,36104.5685,9835590.0
2023-06-01,87.95,37983.2153,6930658.0
2023-06-02,86.83,37499.5177,5137305.0
2023-06-05,85.63,36981.2703,3770612.0
2023-06-06,88.48,38212.1079,5217940.0
2023-06-07,89.24,38540.3313,7824730.0
2023-06-08,89.99,38864.2359,4131106.0
2023-06-09,89.02,38445.3192,6365415.0
2023-06-12,91.06,39326.3398,6531350.0
2023-06-13,92.67,40021.6551,7615147.0
2023-06-14,92.74,40051.8862,7149139.0
2023-06-15,91.0,39300.4274,8116426.0
2023-06-16,90.15,38933.3355,28125294.0
2023-06-20,89.38,38600.7935,5848159.0
2023-06-21,88.07,38035.0401,4972954.0
2023-06-22,88.95,38415.0881,4636306.0
2023-06-23,87.52,37797.51,9135144.0
2023-06-26,88.62,38272.5701,4250708.0
2023-06-27,91.87,39676.1568,5379952.0
2023-06-28,91.21,39391.1207,4346659.0
2023-06-29,92.08,39766.8501,3831248.0
2023-06-30,94.58,40846.5322,5395351.0
2023-07-03,96.83,41818.246,3602015.0
2023-07-05,92.95,40142.5795,5814695.0
2023-07-06,92.61,39995.7427,4687825.0
2023-07-07,93.3,40293.7349,4145373.0
2023-07-10,95.98,41451.1541,4799253.0
2023-07-11,96.64,41736.1902,3961981.0
2023-07-12,98.63,42595.6171,4783522.0
2023-07-13,102.04,44068.3035,6467424.0
2023-07-14,99.68,43049.0836,4976914.0
2023-07-17,104.33,45057.2922,6872763.0
2023-07-18,104.84,45277.5474,5224677.0
2023-07-19,101.91,44012.16,6101166.0
2023-07-20,97.3,42021.2263,9221169.0
2023-07-21,98.76,42651.7606,10007795.0
2023-07-24,97.69,42189.6567,5177562.0
2023-07-25,100.04,43204.5578,5920033.0
2023-07-26,99.25,42863.3783,5532188.0
2023-07-27,102.11,44098.5346,7432406.0
2023-07-28,105.09,45385.5156,7613682.0
2023-07-31,107.75,46497.2448,14155494.0
2023-08-01,108.09,46643.9646,5446941.0
2023-08-02,103.57,44693.4538,6910153.0
2023-08-03,102.7,44318.0236,6054423.0
2023-08-04,102.31,44149.7273,6470912.0
2023-08-07,103.59,44702.0843,4112646.0
2023-08-08,101.38,43748.4054,4184156.0
2023-08-09,99.09,42760.2041,4853963.0
2023-08-10,97.73,42173.3247,4730657.0
2023-08-11,94.57,40809.6932,5443411.0
2023-08-14,97.12,41910.092,5280586.0
2023-08-15,94.13,40619.8204,4850655.0
2023-08-16,92.18,39778.339,5262289.0
2023-08-17,90.03,38850.5517,6768920.0
2023-08-18,90.73,39152.622,4647671.0
2023-08-21,93.03,40145.1386,4580909.0
2023-08-22,92.37,39860.3295,3918416.0
2023-08-23,92.88,40080.4092,5768911.0
2023-08-24,89.96,38820.3447,6014907.0
2023-08-25,92.32,39838.753,4662007.0
2023-08-28,93.63,40404.056,3899702.0
2023-08-29,97.61,42121.5412,5691437.0
2023-08-30,98.85,42656.6371,4351172.0
